"","BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","BEGIN_DATE_TIME","CZ_TIMEZONE","YEAR","STATE","Code","EVENT_TYPE","CZ_NAME","TOR_F_SCALE","BEGIN_LAT","BEGIN_LON","timestamp","avg_estimated_wind","F_scale"
"3691",198205,27,2020,"27-MAY-82 20:20:00","CST",1982,"TEXAS","TX","TORNADO","DICKENS","F0",33.42,-101,1982-05-27 20:20:00,56,"F0, 40-72 mph"
"3692",198205,12,1815,"12-MAY-82 18:15:00","CST",1982,"TEXAS","TX","TORNADO","THROCKMORTON","F1",33.15,-99.27,1982-05-12 18:15:00,92.5,"F1, 73-112 mph"
"3693",198205,12,1820,"12-MAY-82 18:20:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F3",31.9,-98.73,1982-05-12 18:20:00,182,"F3, 158-206 mph"
"3694",198205,12,1830,"12-MAY-82 18:30:00","CST",1982,"TEXAS","TX","TORNADO","THROCKMORTON","F1",33.15,-99.23,1982-05-12 18:30:00,92.5,"F1, 73-112 mph"
"3695",198205,12,1850,"12-MAY-82 18:50:00","CST",1982,"TEXAS","TX","TORNADO","VAL VERDE","F2",29.37,-100.92,1982-05-12 18:50:00,13,"F2, 113-157 mph"
"3696",198205,12,1905,"12-MAY-82 19:05:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F1",32.12,-98.62,1982-05-12 19:05:00,92.5,"F1, 73-112 mph"
"3697",198205,12,1910,"12-MAY-82 19:10:00","CST",1982,"TEXAS","TX","TORNADO","VAL VERDE","F1",29.37,-100.92,1982-05-12 19:10:00,92.5,"F1, 73-112 mph"
"3698",198205,12,1930,"12-MAY-82 19:30:00","CST",1982,"TEXAS","TX","TORNADO","ARCHER","F1",33.73,-98.9,1982-05-12 19:30:00,92.5,"F1, 73-112 mph"
"3699",198205,12,1955,"12-MAY-82 19:55:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F1",32.1,-98.53,1982-05-12 19:55:00,92.5,"F1, 73-112 mph"
"3700",198205,12,1955,"12-MAY-82 19:55:00","CST",1982,"TEXAS","TX","TORNADO","VAL VERDE","F1",29.53,-100.78,1982-05-12 19:55:00,92.5,"F1, 73-112 mph"
"3701",198205,12,2007,"12-MAY-82 20:07:00","CST",1982,"TEXAS","TX","TORNADO","ERATH","F1",32.17,-98.48,1982-05-12 20:07:00,92.5,"F1, 73-112 mph"
"3702",198205,12,2045,"12-MAY-82 20:45:00","CST",1982,"TEXAS","TX","TORNADO","GLASSCOCK","F0",31.83,-101.38,1982-05-12 20:45:00,56,"F0, 40-72 mph"
"3703",198205,12,2100,"12-MAY-82 21:00:00","CST",1982,"TEXAS","TX","TORNADO","STERLING","F0",31.83,-101.3,1982-05-12 21:00:00,56,"F0, 40-72 mph"
"3704",198205,12,2240,"12-MAY-82 22:40:00","CST",1982,"TEXAS","TX","TORNADO","PARKER","F1",32.7,-97.98,1982-05-12 22:40:00,92.5,"F1, 73-112 mph"
"3705",198205,12,2250,"12-MAY-82 22:50:00","CST",1982,"TEXAS","TX","TORNADO","PARKER","F2",32.7,-98,1982-05-12 22:50:00,13,"F2, 113-157 mph"
"3706",198205,27,2100,"27-MAY-82 21:00:00","CST",1982,"TEXAS","TX","TORNADO","MITCHELL","F2",32.42,-100.73,1982-05-27 21:00:00,13,"F2, 113-157 mph"
"3707",198205,27,2110,"27-MAY-82 21:10:00","CST",1982,"TEXAS","TX","TORNADO","NOLAN","F2",32.43,-100.68,1982-05-27 21:10:00,13,"F2, 113-157 mph"
"3708",198205,27,2310,"27-MAY-82 23:10:00","CST",1982,"TEXAS","TX","TORNADO","STEPHENS","F0",32.87,-98.65,1982-05-27 23:10:00,56,"F0, 40-72 mph"
"3709",198205,27,2343,"27-MAY-82 23:43:00","CST",1982,"TEXAS","TX","TORNADO","EASTLAND","F0",32.48,-98.58,1982-05-27 23:43:00,56,"F0, 40-72 mph"
"3710",198205,12,650,"12-MAY-82 06:50:00","CST",1982,"TEXAS","TX","TORNADO","WISE","F1",33.25,-97.58,1982-05-12 06:50:00,92.5,"F1, 73-112 mph"
"3711",198205,12,727,"12-MAY-82 07:27:00","CST",1982,"TEXAS","TX","TORNADO","IRION","F0",31.27,-100.77,1982-05-12 07:27:00,56,"F0, 40-72 mph"
"3712",198206,14,1909,"14-JUN-82 19:09:00","CST",1982,"TEXAS","TX","TORNADO","HANSFORD","F2",36.2,-101.2,1982-06-14 19:09:00,13,"F2, 113-157 mph"
"3713",198206,14,1915,"14-JUN-82 19:15:00","CST",1982,"TEXAS","TX","TORNADO","CARSON","F0",35.57,-101.2,1982-06-14 19:15:00,56,"F0, 40-72 mph"
"3714",198205,6,315,"06-MAY-82 03:15:00","CST",1982,"TEXAS","TX","TORNADO","GONZALES","F1",29.4,-97.75,1982-05-06 03:15:00,92.5,"F1, 73-112 mph"
"3715",198205,6,755,"06-MAY-82 07:55:00","CST",1982,"TEXAS","TX","TORNADO","LIBERTY","F2",29.95,-94.88,1982-05-06 07:55:00,13,"F2, 113-157 mph"
"3716",198205,6,1550,"06-MAY-82 15:50:00","CST",1982,"TEXAS","TX","TORNADO","GALVESTON","F1",29.47,-95.05,1982-05-06 15:50:00,92.5,"F1, 73-112 mph"
"3717",198205,6,1630,"06-MAY-82 16:30:00","CST",1982,"TEXAS","TX","TORNADO","BRAZORIA","F1",29.05,-95.4,1982-05-06 16:30:00,92.5,"F1, 73-112 mph"
"3718",198206,12,1930,"12-JUN-82 19:30:00","CST",1982,"TEXAS","TX","TORNADO","CULBERSON","F2",31.97,-104.53,1982-06-12 19:30:00,13,"F2, 113-157 mph"
"3719",198206,19,705,"19-JUN-82 07:05:00","CST",1982,"TEXAS","TX","TORNADO","COLEMAN","F2",31.78,-99.75,1982-06-19 07:05:00,13,"F2, 113-157 mph"
"3720",198206,19,1525,"19-JUN-82 15:25:00","CST",1982,"TEXAS","TX","TORNADO","CROCKETT","F1",30.48,-101.45,1982-06-19 15:25:00,92.5,"F1, 73-112 mph"
"3721",198205,11,430,"11-MAY-82 04:30:00","CST",1982,"TEXAS","TX","TORNADO","CROSBY","F0",33.67,-101.25,1982-05-11 04:30:00,56,"F0, 40-72 mph"
"3722",198205,11,1335,"11-MAY-82 13:35:00","CST",1982,"TEXAS","TX","TORNADO","SCURRY","F0",32.67,-100.95,1982-05-11 13:35:00,56,"F0, 40-72 mph"
"3723",198205,13,815,"13-MAY-82 08:15:00","CST",1982,"TEXAS","TX","TORNADO","WASHINGTON","F1",30.28,-96.42,1982-05-13 08:15:00,92.5,"F1, 73-112 mph"
"3724",198204,2,1544,"02-APR-82 15:44:00","CST",1982,"TEXAS","TX","TORNADO","LAMAR","F3",33.63,-95.85,1982-04-02 15:44:00,182,"F3, 158-206 mph"
"3725",198204,2,1600,"02-APR-82 16:00:00","CST",1982,"TEXAS","TX","TORNADO","LAMAR","F4",33.65,-95.63,1982-04-02 16:00:00,233.5,"F4, 207-260 mph"
"3726",198204,2,1605,"02-APR-82 16:05:00","CST",1982,"TEXAS","TX","TORNADO","LAMAR","F1",33.63,-95.58,1982-04-02 16:05:00,92.5,"F1, 73-112 mph"
"3727",198205,25,2300,"25-MAY-82 23:00:00","CST",1982,"TEXAS","TX","TORNADO","DICKENS","F0",33.62,-101.87,1982-05-25 23:00:00,56,"F0, 40-72 mph"
"3728",198205,26,30,"26-MAY-82 00:30:00","CST",1982,"TEXAS","TX","TORNADO","NOLAN","F0",32.52,-100.57,1982-05-26 00:30:00,56,"F0, 40-72 mph"
"3729",198205,11,1425,"11-MAY-82 14:25:00","UNK",1982,"TEXAS","TX","TORNADO","ARMSTRONG","F0",34.08,-101.23,1982-05-11 14:25:00,56,"F0, 40-72 mph"
"3730",198205,11,1644,"11-MAY-82 16:44:00","CST",1982,"TEXAS","TX","TORNADO","HALL","F0",34.72,-100.82,1982-05-11 16:44:00,56,"F0, 40-72 mph"
"3731",198205,13,955,"13-MAY-82 09:55:00","CST",1982,"TEXAS","TX","TORNADO","MONTGOMERY","F1",30.33,-95.45,1982-05-13 09:55:00,92.5,"F1, 73-112 mph"
"3732",198205,27,1400,"27-MAY-82 14:00:00","CST",1982,"TEXAS","TX","TORNADO","TERRY","F0",33,-102.17,1982-05-27 14:00:00,56,"F0, 40-72 mph"
"3733",198205,27,1445,"27-MAY-82 14:45:00","CST",1982,"TEXAS","TX","TORNADO","ECTOR","F0",31.98,-102.7,1982-05-27 14:45:00,56,"F0, 40-72 mph"
"3734",198205,27,1445,"27-MAY-82 14:45:00","CST",1982,"TEXAS","TX","TORNADO","LYNN","F0",33.18,-101.88,1982-05-27 14:45:00,56,"F0, 40-72 mph"
"3735",198205,27,1705,"27-MAY-82 17:05:00","CST",1982,"TEXAS","TX","TORNADO","DICKENS","F0",33.48,-100.83,1982-05-27 17:05:00,56,"F0, 40-72 mph"
"3736",198205,27,1740,"27-MAY-82 17:40:00","CST",1982,"TEXAS","TX","TORNADO","HARDEMAN","F0",34.13,-99.57,1982-05-27 17:40:00,56,"F0, 40-72 mph"
"3737",198205,27,1814,"27-MAY-82 18:14:00","CST",1982,"TEXAS","TX","TORNADO","WILBARGER","F1",34.23,-99.28,1982-05-27 18:14:00,92.5,"F1, 73-112 mph"
"3738",198206,26,1546,"26-JUN-82 15:46:00","CST",1982,"TEXAS","TX","TORNADO","STONEWALL","F1",33.03,-100.37,1982-06-26 15:46:00,92.5,"F1, 73-112 mph"
"3739",198206,26,1915,"26-JUN-82 19:15:00","CST",1982,"TEXAS","TX","TORNADO","HARRIS","F1",29.7,-95.03,1982-06-26 19:15:00,92.5,"F1, 73-112 mph"
"3740",198205,11,2015,"11-MAY-82 20:15:00","CST",1982,"TEXAS","TX","TORNADO","DALLAS","F1",32.95,-97.05,1982-05-11 20:15:00,92.5,"F1, 73-112 mph"
"3741",198205,11,2025,"11-MAY-82 20:25:00","CST",1982,"TEXAS","TX","TORNADO","DENTON","F1",32.98,-96.98,1982-05-11 20:25:00,92.5,"F1, 73-112 mph"
"3742",198205,11,2120,"11-MAY-82 21:20:00","CST",1982,"TEXAS","TX","TORNADO","CHILDRESS","F0",34.7,-100.23,1982-05-11 21:20:00,56,"F0, 40-72 mph"
"3743",198205,12,1224,"12-MAY-82 12:24:00","CST",1982,"TEXAS","TX","TORNADO","ERATH","F0",32.25,-98.18,1982-05-12 12:24:00,56,"F0, 40-72 mph"
"3744",198205,12,1328,"12-MAY-82 13:28:00","CST",1982,"TEXAS","TX","TORNADO","ECTOR","F0",32.28,-98.98,1982-05-12 13:28:00,56,"F0, 40-72 mph"
"3745",198205,12,1400,"12-MAY-82 14:00:00","CST",1982,"TEXAS","TX","TORNADO","PARKER","F2",32.6,-97.83,1982-05-12 14:00:00,13,"F2, 113-157 mph"
"3746",198205,12,1410,"12-MAY-82 14:10:00","CST",1982,"TEXAS","TX","TORNADO","ERATH","F3",32.48,-98.23,1982-05-12 14:10:00,182,"F3, 158-206 mph"
"3747",198205,12,1425,"12-MAY-82 14:25:00","CST",1982,"TEXAS","TX","TORNADO","PALO PINTO","F3",32.52,-98.17,1982-05-12 14:25:00,182,"F3, 158-206 mph"
"3748",198205,12,1440,"12-MAY-82 14:40:00","CST",1982,"TEXAS","TX","TORNADO","CARSON","F1",35.3,-101.12,1982-05-12 14:40:00,92.5,"F1, 73-112 mph"
"3749",198205,12,1455,"12-MAY-82 14:55:00","CST",1982,"TEXAS","TX","TORNADO","WILBARGER","F1",34.13,-99.42,1982-05-12 14:55:00,92.5,"F1, 73-112 mph"
"3750",198205,12,1527,"12-MAY-82 15:27:00","CST",1982,"TEXAS","TX","TORNADO","GRAY","F0",35.47,-101.07,1982-05-12 15:27:00,56,"F0, 40-72 mph"
"3751",198205,12,1642,"12-MAY-82 16:42:00","CST",1982,"TEXAS","TX","TORNADO","MILLS","F1",31.67,-98.52,1982-05-12 16:42:00,92.5,"F1, 73-112 mph"
"3752",198205,12,1642,"12-MAY-82 16:42:00","CST",1982,"TEXAS","TX","TORNADO","MILLS","F2",31.53,-98.57,1982-05-12 16:42:00,13,"F2, 113-157 mph"
"3753",198205,12,1647,"12-MAY-82 16:47:00","CST",1982,"TEXAS","TX","TORNADO","HAMILTON","F1",31.68,-98.43,1982-05-12 16:47:00,92.5,"F1, 73-112 mph"
"3754",198205,12,1700,"12-MAY-82 17:00:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F1",31.72,-98.45,1982-05-12 17:00:00,92.5,"F1, 73-112 mph"
"3755",198206,24,1905,"24-JUN-82 19:05:00","CST",1982,"TEXAS","TX","TORNADO","GRAY","F0",35.23,-100.6,1982-06-24 19:05:00,56,"F0, 40-72 mph"
"3756",198204,25,1850,"25-APR-82 18:50:00","CST",1982,"TEXAS","TX","TORNADO","BOWIE","F1",33.5,-94.73,1982-04-25 18:50:00,92.5,"F1, 73-112 mph"
"3757",198205,18,1945,"18-MAY-82 19:45:00","CST",1982,"TEXAS","TX","TORNADO","TOM GREEN","F1",31.45,-100.43,1982-05-18 19:45:00,92.5,"F1, 73-112 mph"
"3758",198205,18,1959,"18-MAY-82 19:59:00","CST",1982,"TEXAS","TX","TORNADO","CARSON","F0",35.38,-101.37,1982-05-18 19:59:00,56,"F0, 40-72 mph"
"3759",198205,18,1959,"18-MAY-82 19:59:00","CST",1982,"TEXAS","TX","TORNADO","SHERMAN","F0",36.47,-101.7,1982-05-18 19:59:00,56,"F0, 40-72 mph"
"3760",198205,9,1834,"09-MAY-82 18:34:00","CST",1982,"TEXAS","TX","TORNADO","HUTCHINSON","F0",35.78,-101.57,1982-05-09 18:34:00,56,"F0, 40-72 mph"
"3761",198205,9,1853,"09-MAY-82 18:53:00","CST",1982,"TEXAS","TX","TORNADO","MOORE","F0",35.68,-101.82,1982-05-09 18:53:00,56,"F0, 40-72 mph"
"3762",198205,12,1725,"12-MAY-82 17:25:00","CST",1982,"TEXAS","TX","TORNADO","MILLS","F2",31.63,-98.57,1982-05-12 17:25:00,13,"F2, 113-157 mph"
"3763",198205,12,1730,"12-MAY-82 17:30:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F2",31.8,-98.47,1982-05-12 17:30:00,13,"F2, 113-157 mph"
"3764",198205,12,1740,"12-MAY-82 17:40:00","CST",1982,"TEXAS","TX","TORNADO","HOOD","F1",32.3,-97.93,1982-05-12 17:40:00,92.5,"F1, 73-112 mph"
"3765",198205,12,1745,"12-MAY-82 17:45:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F1",31.78,-98.57,1982-05-12 17:45:00,92.5,"F1, 73-112 mph"
"3766",198205,12,1745,"12-MAY-82 17:45:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F1",31.78,-98.57,1982-05-12 17:45:00,92.5,"F1, 73-112 mph"
"3767",198205,12,1750,"12-MAY-82 17:50:00","CST",1982,"TEXAS","TX","TORNADO","MARTIN","F0",32.22,-101.75,1982-05-12 17:50:00,56,"F0, 40-72 mph"
"3768",198205,12,1805,"12-MAY-82 18:05:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F1",31.87,-98.68,1982-05-12 18:05:00,92.5,"F1, 73-112 mph"
"3769",198205,12,1805,"12-MAY-82 18:05:00","CST",1982,"TEXAS","TX","TORNADO","COMANCHE","F3",31.83,-98.68,1982-05-12 18:05:00,182,"F3, 158-206 mph"
"3770",198205,24,2230,"24-MAY-82 22:30:00","CST",1982,"TEXAS","TX","TORNADO","DAWSON","F0",32.73,-101.95,1982-05-24 22:30:00,56,"F0, 40-72 mph"
"3771",198205,25,2102,"25-MAY-82 21:02:00","CST",1982,"TEXAS","TX","TORNADO","LAMB","F0",33.92,-102.15,1982-05-25 21:02:00,56,"F0, 40-72 mph"
"3772",198205,18,2125,"18-MAY-82 21:25:00","CST",1982,"TEXAS","TX","TORNADO","HALE","F0",33.87,-101.6,1982-05-18 21:25:00,56,"F0, 40-72 mph"
"3773",198205,19,1723,"19-MAY-82 17:23:00","CST",1982,"TEXAS","TX","TORNADO","GRAY","F3",35.53,-101.03,1982-05-19 17:23:00,182,"F3, 158-206 mph"
"3774",198205,19,1753,"19-MAY-82 17:53:00","CST",1982,"TEXAS","TX","TORNADO","GRAY","F3",35.55,-100.88,1982-05-19 17:53:00,182,"F3, 158-206 mph"
"3775",198205,17,1916,"17-MAY-82 19:16:00","CST",1982,"TEXAS","TX","TORNADO","BRISCOE","F0",34.47,-101.38,1982-05-17 19:16:00,56,"F0, 40-72 mph"
"3776",198205,17,1925,"17-MAY-82 19:25:00","CST",1982,"TEXAS","TX","TORNADO","ARMSTRONG","F0",35,-101.22,1982-05-17 19:25:00,56,"F0, 40-72 mph"
"3777",198205,30,1943,"30-MAY-82 19:43:00","CST",1982,"TEXAS","TX","TORNADO","JONES","F2",32.95,-99.93,1982-05-30 19:43:00,13,"F2, 113-157 mph"
"3778",198205,30,2015,"30-MAY-82 20:15:00","CST",1982,"TEXAS","TX","TORNADO","JONES","F1",32.92,-99.75,1982-05-30 20:15:00,92.5,"F1, 73-112 mph"
"3779",198206,18,1815,"18-JUN-82 18:15:00","CST",1982,"TEXAS","TX","TORNADO","MITCHELL","F0",32.32,-100.85,1982-06-18 18:15:00,56,"F0, 40-72 mph"
"3780",198207,27,1300,"27-JUL-82 13:00:00","CST",1982,"TEXAS","TX","TORNADO","COLLIN","F0",33.1,-96.68,1982-07-27 13:00:00,56,"F0, 40-72 mph"
"3781",198206,18,1936,"18-JUN-82 19:36:00","CST",1982,"TEXAS","TX","TORNADO","MITCHELL","F0",32.4,-100.88,1982-06-18 19:36:00,56,"F0, 40-72 mph"
"3782",198209,3,1530,"03-SEP-82 15:30:00","CST",1982,"TEXAS","TX","TORNADO","HARRIS","F1",30,-95.25,1982-09-03 15:30:00,92.5,"F1, 73-112 mph"
"3783",198209,14,1500,"14-SEP-82 15:00:00","CST",1982,"TEXAS","TX","TORNADO","POLK","F0",30.65,-94.93,1982-09-14 15:00:00,56,"F0, 40-72 mph"
"3784",198209,28,2056,"28-SEP-82 20:56:00","CST",1982,"TEXAS","TX","TORNADO","GAINES","F1",32.72,-102.65,1982-09-28 20:56:00,92.5,"F1, 73-112 mph"
"3785",198205,11,1810,"11-MAY-82 18:10:00","CST",1982,"TEXAS","TX","TORNADO","HALL","F3",34.65,-100.72,1982-05-11 18:10:00,182,"F3, 158-206 mph"
"3786",198205,11,1820,"11-MAY-82 18:20:00","CST",1982,"TEXAS","TX","TORNADO","HALL","F0",34.65,-100.73,1982-05-11 18:20:00,56,"F0, 40-72 mph"
"3787",198205,11,1850,"11-MAY-82 18:50:00","CST",1982,"TEXAS","TX","TORNADO","HALL","F1",34.55,-100.68,1982-05-11 18:50:00,92.5,"F1, 73-112 mph"
"3788",198205,11,1855,"11-MAY-82 18:55:00","CST",1982,"TEXAS","TX","TORNADO","VAL VERDE","F1",29.4,-100.78,1982-05-11 18:55:00,92.5,"F1, 73-112 mph"
"3789",198205,11,1900,"11-MAY-82 19:00:00","CST",1982,"TEXAS","TX","TORNADO","KINNEY","F1",29.38,-100.7,1982-05-11 19:00:00,92.5,"F1, 73-112 mph"
"3790",198205,11,1900,"11-MAY-82 19:00:00","CST",1982,"TEXAS","TX","TORNADO","NAVARRO","F1",32.1,-96.63,1982-05-11 19:00:00,92.5,"F1, 73-112 mph"
"3791",198205,11,1900,"11-MAY-82 19:00:00","CST",1982,"TEXAS","TX","TORNADO","NAVARRO","F1",32.1,-96.63,1982-05-11 19:00:00,92.5,"F1, 73-112 mph"
"3792",198205,11,1915,"11-MAY-82 19:15:00","CST",1982,"TEXAS","TX","TORNADO","HALL","F0",34.68,-100.67,1982-05-11 19:15:00,56,"F0, 40-72 mph"
"3793",198207,14,1220,"14-JUL-82 12:20:00","CST",1982,"TEXAS","TX","TORNADO","CHAMBERS","F1",29.78,-94.38,1982-07-14 12:20:00,92.5,"F1, 73-112 mph"
"3794",198211,22,1850,"22-NOV-82 18:50:00","CST",1982,"TEXAS","TX","TORNADO","FANNIN","F1",33.65,-96.1,1982-11-22 18:50:00,92.5,"F1, 73-112 mph"
"3795",198212,23,1237,"23-DEC-82 12:37:00","CST",1982,"TEXAS","TX","TORNADO","CASS","F2",33.15,-94.13,1982-12-23 12:37:00,13,"F2, 113-157 mph"
"3796",198205,16,2145,"16-MAY-82 21:45:00","CST",1982,"TEXAS","TX","TORNADO","GARZA","F0",33.07,-101.5,1982-05-16 21:45:00,56,"F0, 40-72 mph"
"3797",198205,17,25,"17-MAY-82 00:25:00","CST",1982,"TEXAS","TX","TORNADO","SCURRY","FX",32.72,-100.9,1982-05-17 00:25:00,56,"F?"
"3798",198206,15,1930,"15-JUN-82 19:30:00","CST",1982,"TEXAS","TX","TORNADO","GRAYSON","F0",33.63,-96.53,1982-06-15 19:30:00,56,"F0, 40-72 mph"
"3799",198206,15,2030,"15-JUN-82 20:30:00","CST",1982,"TEXAS","TX","TORNADO","ERATH","F1",32.08,-98.1,1982-06-15 20:30:00,92.5,"F1, 73-112 mph"
"3800",198204,25,1942,"25-APR-82 19:42:00","CST",1982,"TEXAS","TX","TORNADO","CASS","F1",33,-94.6,1982-04-25 19:42:00,92.5,"F1, 73-112 mph"
"3801",198204,25,1954,"25-APR-82 19:54:00","CST",1982,"TEXAS","TX","TORNADO","BOWIE","F1",33.35,-94.15,1982-04-25 19:54:00,92.5,"F1, 73-112 mph"
"3802",198204,28,1700,"28-APR-82 17:00:00","CST",1982,"TEXAS","TX","TORNADO","TARRANT","F1",32.82,-97.15,1982-04-28 17:00:00,92.5,"F1, 73-112 mph"
"3803",198205,4,1950,"04-MAY-82 19:50:00","CST",1982,"TEXAS","TX","TORNADO","BRISCOE","F1",34.37,-101.05,1982-05-04 19:50:00,92.5,"F1, 73-112 mph"
"3804",198205,5,1323,"05-MAY-82 13:23:00","CST",1982,"TEXAS","TX","TORNADO","STONEWALL","F0",33,-100.45,1982-05-05 13:23:00,56,"F0, 40-72 mph"
"3805",198205,5,1510,"05-MAY-82 15:10:00","CST",1982,"TEXAS","TX","TORNADO","UPTON","F0",31.22,-101.9,1982-05-05 15:10:00,56,"F0, 40-72 mph"
"3806",198205,5,1510,"05-MAY-82 15:10:00","CST",1982,"TEXAS","TX","TORNADO","MIDLAND","F0",32,-102.08,1982-05-05 15:10:00,56,"F0, 40-72 mph"
"3807",198204,25,1630,"25-APR-82 16:30:00","CST",1982,"TEXAS","TX","TORNADO","FANNIN","F0",33.58,-96.17,1982-04-25 16:30:00,56,"F0, 40-72 mph"
"3808",198206,20,1525,"20-JUN-82 15:25:00","CST",1982,"TEXAS","TX","TORNADO","ERATH","F1",32.35,-98.02,1982-06-20 15:25:00,92.5,"F1, 73-112 mph"
"3809",198206,22,1650,"22-JUN-82 16:50:00","CST",1982,"TEXAS","TX","TORNADO","TRAVIS","F0",30.12,-97.93,1982-06-22 16:50:00,56,"F0, 40-72 mph"
"3810",198204,25,1808,"25-APR-82 18:08:00","CST",1982,"TEXAS","TX","TORNADO","RED RIVER","F1",33.85,-95.25,1982-04-25 18:08:00,92.5,"F1, 73-112 mph"
"3811",198204,25,1810,"25-APR-82 18:10:00","CST",1982,"TEXAS","TX","TORNADO","HOWARD","F2",33.55,-95.35,1982-04-25 18:10:00,13,"F2, 113-157 mph"
"3812",198204,25,1813,"25-APR-82 18:13:00","CST",1982,"TEXAS","TX","TORNADO","RED RIVER","F2",33.55,-95.33,1982-04-25 18:13:00,13,"F2, 113-157 mph"
"3813",198205,12,235,"12-MAY-82 02:35:00","CST",1982,"TEXAS","TX","TORNADO","ANDREWS","F2",32.42,-102.75,1982-05-12 02:35:00,13,"F2, 113-157 mph"
"3814",198205,12,247,"12-MAY-82 02:47:00","CST",1982,"TEXAS","TX","TORNADO","GAINES","F2",32.53,-102.72,1982-05-12 02:47:00,13,"F2, 113-157 mph"
"3815",198205,12,330,"12-MAY-82 03:30:00","CST",1982,"TEXAS","TX","TORNADO","CROSBY","F1",33.67,-101.25,1982-05-12 03:30:00,92.5,"F1, 73-112 mph"
"3816",198205,12,440,"12-MAY-82 04:40:00","CST",1982,"TEXAS","TX","TORNADO","CROSBY","F0",33.72,-101.42,1982-05-12 04:40:00,56,"F0, 40-72 mph"
"3817",198204,14,1930,"14-APR-82 19:30:00","CST",1982,"TEXAS","TX","TORNADO","COLEMAN","F0",31.83,-99.67,1982-04-14 19:30:00,56,"F0, 40-72 mph"
"3818",198204,15,1715,"15-APR-82 17:15:00","CST",1982,"TEXAS","TX","TORNADO","WOOD","F0",32.95,-95.45,1982-04-15 17:15:00,56,"F0, 40-72 mph"
"3819",198207,7,1410,"07-JUL-82 14:10:00","CST",1982,"TEXAS","TX","TORNADO","JEFFERSON","F0",29.97,-94.02,1982-07-07 14:10:00,56,"F0, 40-72 mph"
"3820",198203,14,315,"14-MAR-82 03:15:00","CST",1982,"TEXAS","TX","TORNADO","CALLAHAN","F1",32.12,-99.15,1982-03-14 03:15:00,92.5,"F1, 73-112 mph"
"3821",198203,14,320,"14-MAR-82 03:20:00","CST",1982,"TEXAS","TX","TORNADO","EASTLAND","F1",32.13,-99.12,1982-03-14 03:20:00,92.5,"F1, 73-112 mph"
"3822",198203,14,725,"14-MAR-82 07:25:00","CST",1982,"TEXAS","TX","TORNADO","DALLAS","F1",32.62,-96.93,1982-03-14 07:25:00,92.5,"F1, 73-112 mph"
"3823",198203,18,2355,"18-MAR-82 23:55:00","CST",1982,"TEXAS","TX","TORNADO","MOORE","F4",36.02,-101.73,1982-03-18 23:55:00,233.5,"F4, 207-260 mph"
"3824",198203,19,1,"19-MAR-82 00:01:00","CST",1982,"TEXAS","TX","TORNADO","HANSFORD","F4",36.07,-101.62,1982-03-19 00:01:00,233.5,"F4, 207-260 mph"
"3825",198203,19,50,"19-MAR-82 00:50:00","CST",1982,"TEXAS","TX","TORNADO","OCHILTREE","F4",36.42,-101.08,1982-03-19 00:50:00,233.5,"F4, 207-260 mph"
"3826",198204,16,1226,"16-APR-82 12:26:00","CST",1982,"TEXAS","TX","TORNADO","MCCULLOCH","F0",31.13,-99.62,1982-04-16 12:26:00,56,"F0, 40-72 mph"
"3827",198206,2,2005,"02-JUN-82 20:05:00","CST",1982,"TEXAS","TX","TORNADO","WISE","F0",33.37,-97.68,1982-06-02 20:05:00,56,"F0, 40-72 mph"
"3828",198206,5,1832,"05-JUN-82 18:32:00","CST",1982,"TEXAS","TX","TORNADO","HUTCHINSON","F2",35.67,-101.38,1982-06-05 18:32:00,13,"F2, 113-157 mph"
"3829",198206,7,2010,"07-JUN-82 20:10:00","CST",1982,"TEXAS","TX","TORNADO","HALE","F1",34.03,-101.7,1982-06-07 20:10:00,92.5,"F1, 73-112 mph"
"3830",198206,7,2012,"07-JUN-82 20:12:00","CST",1982,"TEXAS","TX","TORNADO","FLOYD","F0",34.2,-101.43,1982-06-07 20:12:00,56,"F0, 40-72 mph"
"3831",198206,9,1425,"09-JUN-82 14:25:00","CST",1982,"TEXAS","TX","TORNADO","GLASSCOCK","F0",32.08,-101.47,1982-06-09 14:25:00,56,"F0, 40-72 mph"
"3832",198206,10,2000,"10-JUN-82 20:00:00","CST",1982,"TEXAS","TX","TORNADO","BAILEY","F1",34.32,-102.73,1982-06-10 20:00:00,92.5,"F1, 73-112 mph"
"3833",198206,10,2000,"10-JUN-82 20:00:00","CST",1982,"TEXAS","TX","TORNADO","BAILEY","F1",34.28,-102.8,1982-06-10 20:00:00,92.5,"F1, 73-112 mph"
"3834",198206,10,2112,"10-JUN-82 21:12:00","CST",1982,"TEXAS","TX","TORNADO","HOCKLEY","F0",33.82,-102.17,1982-06-10 21:12:00,56,"F0, 40-72 mph"
