"","BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","BEGIN_DATE_TIME","CZ_TIMEZONE","YEAR","STATE","Code","EVENT_TYPE","CZ_NAME","TOR_F_SCALE","BEGIN_LAT","BEGIN_LON","timestamp","avg_estimated_wind","F_scale"
"961",196202,23,800,"23-FEB-62 08:00:00","CST",1962,"TEXAS","TX","TORNADO","ANGELINA","F1",31.3,-94.6,1962-02-23 08:00:00,92.5,"F1, 73-112 mph"
"962",196203,8,1915,"08-MAR-62 19:15:00","CST",1962,"TEXAS","TX","TORNADO","BOWIE","F1",33.5,-94.6,1962-03-08 19:15:00,92.5,"F1, 73-112 mph"
"963",196203,20,930,"20-MAR-62 09:30:00","CST",1962,"TEXAS","TX","TORNADO","ERATH","F1",32.1,-98.28,1962-03-20 09:30:00,92.5,"F1, 73-112 mph"
"964",196203,24,1330,"24-MAR-62 13:30:00","CST",1962,"TEXAS","TX","TORNADO","GRAYSON","F0",33.42,-96.57,1962-03-24 13:30:00,56,"F0, 40-72 mph"
"965",196203,24,1330,"24-MAR-62 13:30:00","CST",1962,"TEXAS","TX","TORNADO","GRAYSON","F1",33.42,-96.57,1962-03-24 13:30:00,92.5,"F1, 73-112 mph"
"966",196206,6,2310,"06-JUN-62 23:10:00","CST",1962,"TEXAS","TX","TORNADO","HEMPHILL","F0",35.92,-100.43,1962-06-06 23:10:00,56,"F0, 40-72 mph"
"967",196206,7,1500,"07-JUN-62 15:00:00","CST",1962,"TEXAS","TX","TORNADO","KENT","F0",33.55,-101.8,1962-06-07 15:00:00,56,"F0, 40-72 mph"
"968",196206,7,1630,"07-JUN-62 16:30:00","CST",1962,"TEXAS","TX","TORNADO","BRISCOE","F2",34.47,-101.32,1962-06-07 16:30:00,13,"F2, 113-157 mph"
"969",196206,7,1930,"07-JUN-62 19:30:00","CST",1962,"TEXAS","TX","TORNADO","FISHER","F1",32.82,-100.38,1962-06-07 19:30:00,92.5,"F1, 73-112 mph"
"970",196206,7,1630,"07-JUN-62 16:30:00","CST",1962,"TEXAS","TX","TORNADO","BRISCOE","F2",34.47,-101.28,1962-06-07 16:30:00,13,"F2, 113-157 mph"
"971",196208,1,1715,"01-AUG-62 17:15:00","CST",1962,"TEXAS","TX","TORNADO","MIDLAND","F1",32.02,-102.12,1962-08-01 17:15:00,92.5,"F1, 73-112 mph"
"972",196208,2,1130,"02-AUG-62 11:30:00","CST",1962,"TEXAS","TX","TORNADO","KNOX","F0",33.55,-99.72,1962-08-02 11:30:00,56,"F0, 40-72 mph"
"973",196208,2,2114,"02-AUG-62 21:14:00","CST",1962,"TEXAS","TX","TORNADO","KNOX","F0",33.47,-99.75,1962-08-02 21:14:00,56,"F0, 40-72 mph"
"974",196208,10,1015,"10-AUG-62 10:15:00","CST",1962,"TEXAS","TX","TORNADO","JEFFERSON","F0",30.1,-94.1,1962-08-10 10:15:00,56,"F0, 40-72 mph"
"975",196207,14,1900,"14-JUL-62 19:00:00","CST",1962,"TEXAS","TX","TORNADO","TAYLOR","F0",32.42,-99.87,1962-07-14 19:00:00,56,"F0, 40-72 mph"
"976",196208,10,1500,"10-AUG-62 15:00:00","CST",1962,"TEXAS","TX","TORNADO","SAN AUGUSTINE","F1",31.53,-94.08,1962-08-10 15:00:00,92.5,"F1, 73-112 mph"
"977",196208,10,1545,"10-AUG-62 15:45:00","CST",1962,"TEXAS","TX","TORNADO","JEFFERSON","F1",30.1,-94.1,1962-08-10 15:45:00,92.5,"F1, 73-112 mph"
"978",196208,15,1450,"15-AUG-62 14:50:00","CST",1962,"TEXAS","TX","TORNADO","HIDALGO","F1",26.28,-98.38,1962-08-15 14:50:00,92.5,"F1, 73-112 mph"
"979",196208,16,1900,"16-AUG-62 19:00:00","CST",1962,"TEXAS","TX","TORNADO","LLANO","F1",30.67,-98.45,1962-08-16 19:00:00,92.5,"F1, 73-112 mph"
"980",196206,26,1100,"26-JUN-62 11:00:00","CST",1962,"TEXAS","TX","TORNADO","JIM WELLS","F1",27.93,-98.03,1962-06-26 11:00:00,92.5,"F1, 73-112 mph"
"981",196206,28,1800,"28-JUN-62 18:00:00","CST",1962,"TEXAS","TX","TORNADO","JOHNSON","F2",32.33,-97.33,1962-06-28 18:00:00,13,"F2, 113-157 mph"
"982",196206,30,1500,"30-JUN-62 15:00:00","CST",1962,"TEXAS","TX","TORNADO","JIM WELLS","F0",27.9,-98.23,1962-06-30 15:00:00,56,"F0, 40-72 mph"
"983",196207,1,1620,"01-JUL-62 16:20:00","CST",1962,"TEXAS","TX","TORNADO","JIM WELLS","F0",27.9,-98.07,1962-07-01 16:20:00,56,"F0, 40-72 mph"
"984",196207,10,2300,"10-JUL-62 23:00:00","CST",1962,"TEXAS","TX","TORNADO","HOWARD","F0",32.25,-101.62,1962-07-10 23:00:00,56,"F0, 40-72 mph"
"985",196207,10,2300,"10-JUL-62 23:00:00","CST",1962,"TEXAS","TX","TORNADO","CRANE","F2",31.4,-102.35,1962-07-10 23:00:00,13,"F2, 113-157 mph"
"986",196207,11,2300,"11-JUL-62 23:00:00","CST",1962,"TEXAS","TX","TORNADO","LYNN","F1",33.17,-101.78,1962-07-11 23:00:00,92.5,"F1, 73-112 mph"
"987",196207,11,2300,"11-JUL-62 23:00:00","CST",1962,"TEXAS","TX","TORNADO","LYNN","F1",33.33,-101.73,1962-07-11 23:00:00,92.5,"F1, 73-112 mph"
"988",196207,14,1800,"14-JUL-62 18:00:00","CST",1962,"TEXAS","TX","TORNADO","TAYLOR","F1",32.42,-99.87,1962-07-14 18:00:00,92.5,"F1, 73-112 mph"
"989",196207,24,1240,"24-JUL-62 12:40:00","CST",1962,"TEXAS","TX","TORNADO","FLOYD","F0",34.22,-101.3,1962-07-24 12:40:00,56,"F0, 40-72 mph"
"990",196207,25,1528,"25-JUL-62 15:28:00","CST",1962,"TEXAS","TX","TORNADO","TERRY","F0",33.17,-102.25,1962-07-25 15:28:00,56,"F0, 40-72 mph"
"991",196207,26,1500,"26-JUL-62 15:00:00","CST",1962,"TEXAS","TX","TORNADO","TERRY","F0",33.03,-102.27,1962-07-26 15:00:00,56,"F0, 40-72 mph"
"992",196207,26,1900,"26-JUL-62 19:00:00","CST",1962,"TEXAS","TX","TORNADO","PARKER","F2",32.7,-97.78,1962-07-26 19:00:00,13,"F2, 113-157 mph"
"993",196207,24,2210,"24-JUL-62 22:10:00","CST",1962,"TEXAS","TX","TORNADO","MIDLAND","F1",31.95,-102.12,1962-07-24 22:10:00,92.5,"F1, 73-112 mph"
"994",196305,29,2020,"29-MAY-63 20:20:00","CST",1963,"TEXAS","TX","TORNADO","HALE","F0",34.23,-101.6,1963-05-29 20:20:00,56,"F0, 40-72 mph"
"995",196311,8,1300,"08-NOV-63 13:00:00","CST",1963,"TEXAS","TX","TORNADO","GOLIAD","F1",28.65,-97.47,1963-11-08 13:00:00,92.5,"F1, 73-112 mph"
"996",196311,19,1100,"19-NOV-63 11:00:00","CST",1963,"TEXAS","TX","TORNADO","COOKE","F1",33.65,-97.37,1963-11-19 11:00:00,92.5,"F1, 73-112 mph"
"997",196311,8,1300,"08-NOV-63 13:00:00","CST",1963,"TEXAS","TX","TORNADO","REFUGIO","F0",28.25,-97.3,1963-11-08 13:00:00,56,"F0, 40-72 mph"
"998",196311,19,1000,"19-NOV-63 10:00:00","CST",1963,"TEXAS","TX","TORNADO","MONTAGUE","F1",33.93,-97.62,1963-11-19 10:00:00,92.5,"F1, 73-112 mph"
"999",196305,30,144,"30-MAY-63 01:44:00","CST",1963,"TEXAS","TX","TORNADO","WICHITA","F0",34.03,-98.55,1963-05-30 01:44:00,56,"F0, 40-72 mph"
"1000",196305,31,1600,"31-MAY-63 16:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F0",33.45,-102.48,1963-05-31 16:00:00,56,"F0, 40-72 mph"
"1001",196305,31,1600,"31-MAY-63 16:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F0",33.45,-102.48,1963-05-31 16:00:00,56,"F0, 40-72 mph"
"1002",196306,11,1930,"11-JUN-63 19:30:00","CST",1963,"TEXAS","TX","TORNADO","STEPHENS","F0",32.75,-98.92,1963-06-11 19:30:00,56,"F0, 40-72 mph"
"1003",196306,16,2100,"16-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",34.18,-102.13,1963-06-16 21:00:00,56,"F0, 40-72 mph"
"1004",196304,5,2100,"05-APR-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","HASKELL","F2",33.15,-99.73,1963-04-05 21:00:00,13,"F2, 113-157 mph"
"1005",196304,22,1730,"22-APR-63 17:30:00","CST",1963,"TEXAS","TX","TORNADO","COLLIN","F2",33.13,-96.82,1963-04-22 17:30:00,13,"F2, 113-157 mph"
"1006",196304,26,1500,"26-APR-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","SCURRY","F1",32.73,-100.92,1963-04-26 15:00:00,92.5,"F1, 73-112 mph"
"1007",196304,26,1500,"26-APR-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","FISHER","F1",32.58,-100.63,1963-04-26 15:00:00,92.5,"F1, 73-112 mph"
"1008",196304,26,1500,"26-APR-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","SCURRY","F2",32.73,-100.92,1963-04-26 15:00:00,13,"F2, 113-157 mph"
"1009",196305,31,1600,"31-MAY-63 16:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F1",33.6,-102.12,1963-05-31 16:00:00,92.5,"F1, 73-112 mph"
"1010",196305,31,1600,"31-MAY-63 16:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F1",33.6,-102.12,1963-05-31 16:00:00,92.5,"F1, 73-112 mph"
"1011",196306,2,1730,"02-JUN-63 17:30:00","CST",1963,"TEXAS","TX","TORNADO","HALE","F0",33.83,-101.88,1963-06-02 17:30:00,56,"F0, 40-72 mph"
"1012",196306,2,1900,"02-JUN-63 19:00:00","CST",1963,"TEXAS","TX","TORNADO","FLOYD","F0",34.12,-101.45,1963-06-02 19:00:00,56,"F0, 40-72 mph"
"1013",196306,2,2130,"02-JUN-63 21:30:00","CST",1963,"TEXAS","TX","TORNADO","HALE","F0",34,-101.9,1963-06-02 21:30:00,56,"F0, 40-72 mph"
"1014",196306,2,2130,"02-JUN-63 21:30:00","CST",1963,"TEXAS","TX","TORNADO","HALE","F1",34.17,-101.73,1963-06-02 21:30:00,92.5,"F1, 73-112 mph"
"1015",196306,3,1915,"03-JUN-63 19:15:00","CST",1963,"TEXAS","TX","TORNADO","RUSK","F1",32.33,-94.98,1963-06-03 19:15:00,92.5,"F1, 73-112 mph"
"1016",196306,28,800,"28-JUN-63 08:00:00","CST",1963,"TEXAS","TX","TORNADO","BRAZORIA","F1",29.45,-95.22,1963-06-28 08:00:00,92.5,"F1, 73-112 mph"
"1017",196304,28,1230,"28-APR-63 12:30:00","CST",1963,"TEXAS","TX","TORNADO","COLLIN","F1",33.33,-96.53,1963-04-28 12:30:00,92.5,"F1, 73-112 mph"
"1018",196304,28,1500,"28-APR-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","KENDALL","F0",29.8,-98.77,1963-04-28 15:00:00,56,"F0, 40-72 mph"
"1019",196306,20,2000,"20-JUN-63 20:00:00","CST",1963,"TEXAS","TX","TORNADO","DUVAL","F0",27.32,-98.23,1963-06-20 20:00:00,56,"F0, 40-72 mph"
"1020",196306,22,1600,"22-JUN-63 16:00:00","CST",1963,"TEXAS","TX","TORNADO","HARRIS","F0",29.9,-95.8,1963-06-22 16:00:00,56,"F0, 40-72 mph"
"1021",196305,4,1500,"04-MAY-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","HUTCHINSON","F0",35.67,-101.58,1963-05-04 15:00:00,56,"F0, 40-72 mph"
"1022",196305,5,200,"05-MAY-63 02:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F0",33.42,-102.13,1963-05-05 02:00:00,56,"F0, 40-72 mph"
"1023",196305,5,1230,"05-MAY-63 12:30:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",33.92,-102.3,1963-05-05 12:30:00,56,"F0, 40-72 mph"
"1024",196305,27,1900,"27-MAY-63 19:00:00","CST",1963,"TEXAS","TX","TORNADO","HOWARD","F0",33.65,-95.67,1963-05-27 19:00:00,56,"F0, 40-72 mph"
"1025",196305,27,1900,"27-MAY-63 19:00:00","CST",1963,"TEXAS","TX","TORNADO","DALLAS","F0",32.8,-96.75,1963-05-27 19:00:00,56,"F0, 40-72 mph"
"1026",196305,19,1500,"19-MAY-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","COLLIN","F0",33.18,-96.78,1963-05-19 15:00:00,56,"F0, 40-72 mph"
"1027",196305,5,1500,"05-MAY-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","NOLAN","F0",32.45,-100.42,1963-05-05 15:00:00,56,"F0, 40-72 mph"
"1028",196305,11,1630,"11-MAY-63 16:30:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",33.98,-102.08,1963-05-11 16:30:00,56,"F0, 40-72 mph"
"1029",196305,4,1900,"04-MAY-63 19:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F0",33.42,-102.13,1963-05-04 19:00:00,56,"F0, 40-72 mph"
"1030",196305,29,1800,"29-MAY-63 18:00:00","CST",1963,"TEXAS","TX","TORNADO","DALLAS","F0",32.8,-96.75,1963-05-29 18:00:00,56,"F0, 40-72 mph"
"1031",196305,29,1800,"29-MAY-63 18:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F2",33.42,-102.48,1963-05-29 18:00:00,13,"F2, 113-157 mph"
"1032",196305,29,1830,"29-MAY-63 18:30:00","CST",1963,"TEXAS","TX","TORNADO","BAILEY","F2",33.35,-102.28,1963-05-29 18:30:00,13,"F2, 113-157 mph"
"1033",196309,9,1310,"09-SEP-63 13:10:00","CST",1963,"TEXAS","TX","TORNADO","SAN PATRICIO","F0",28,-97.53,1963-09-09 13:10:00,56,"F0, 40-72 mph"
"1034",196310,22,1905,"22-OCT-63 19:05:00","CST",1963,"TEXAS","TX","TORNADO","DAWSON","F0",32.9,-101.95,1963-10-22 19:05:00,56,"F0, 40-72 mph"
"1035",196310,23,1255,"23-OCT-63 12:55:00","CST",1963,"TEXAS","TX","TORNADO","PECOS","F0",31.13,-102.1,1963-10-23 12:55:00,56,"F0, 40-72 mph"
"1036",196310,23,1257,"23-OCT-63 12:57:00","CST",1963,"TEXAS","TX","TORNADO","REEVES","F0",31.42,-103.45,1963-10-23 12:57:00,56,"F0, 40-72 mph"
"1037",196310,31,1600,"31-OCT-63 16:00:00","CST",1963,"TEXAS","TX","TORNADO","WOOD","FX",32.65,-95.42,1963-10-31 16:00:00,56,"F?"
"1038",196306,4,2030,"04-JUN-63 20:30:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",34.02,-102.33,1963-06-04 20:30:00,56,"F0, 40-72 mph"
"1039",196306,4,2030,"04-JUN-63 20:30:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",34.02,-102.32,1963-06-04 20:30:00,56,"F0, 40-72 mph"
"1040",196306,4,2032,"04-JUN-63 20:32:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F1",33.42,-102.12,1963-06-04 20:32:00,92.5,"F1, 73-112 mph"
"1041",196306,4,2100,"04-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F0",33.42,-102.12,1963-06-04 21:00:00,56,"F0, 40-72 mph"
"1042",196306,4,2100,"04-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",34.18,-102.13,1963-06-04 21:00:00,56,"F0, 40-72 mph"
"1043",196306,4,2100,"04-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",34.18,-102.13,1963-06-04 21:00:00,56,"F0, 40-72 mph"
"1044",196306,4,2100,"04-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F1",34.07,-102.47,1963-06-04 21:00:00,92.5,"F1, 73-112 mph"
"1045",196306,4,2100,"04-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","LUBBOCK","F2",33.72,-101.85,1963-06-04 21:00:00,13,"F2, 113-157 mph"
"1046",196306,8,1605,"08-JUN-63 16:05:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F0",34.23,-102.42,1963-06-08 16:05:00,56,"F0, 40-72 mph"
"1047",196306,8,1700,"08-JUN-63 17:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F1",33.42,-102.12,1963-06-08 17:00:00,92.5,"F1, 73-112 mph"
"1048",196306,8,1800,"08-JUN-63 18:00:00","CST",1963,"TEXAS","TX","TORNADO","HALE","F1",34.3,-101.9,1963-06-08 18:00:00,92.5,"F1, 73-112 mph"
"1049",196306,8,2100,"08-JUN-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","HOCKLEY","F2",33.6,-102.37,1963-06-08 21:00:00,13,"F2, 113-157 mph"
"1050",196304,28,2030,"28-APR-63 20:30:00","CST",1963,"TEXAS","TX","TORNADO","BELL","F2",31.12,-97.73,1963-04-28 20:30:00,13,"F2, 113-157 mph"
"1051",196304,28,1500,"28-APR-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","CAMP","F2",32.98,-98.97,1963-04-28 15:00:00,13,"F2, 113-157 mph"
"1052",196308,30,926,"30-AUG-63 09:26:00","CST",1963,"TEXAS","TX","TORNADO","GALVESTON","F1",29.4,-94.92,1963-08-30 09:26:00,92.5,"F1, 73-112 mph"
"1053",196308,30,1359,"30-AUG-63 13:59:00","CST",1963,"TEXAS","TX","TORNADO","MCLENNAN","F2",31.62,-97.17,1963-08-30 13:59:00,13,"F2, 113-157 mph"
"1054",196309,5,1330,"05-SEP-63 13:30:00","CST",1963,"TEXAS","TX","TORNADO","SHELBY","F1",31.9,-94.42,1963-09-05 13:30:00,92.5,"F1, 73-112 mph"
"1055",196309,5,1331,"05-SEP-63 13:31:00","CST",1963,"TEXAS","TX","TORNADO","DALLAS","FX",32.58,-96.72,1963-09-05 13:31:00,56,"F?"
"1056",196309,6,1330,"06-SEP-63 13:30:00","CST",1963,"TEXAS","TX","TORNADO","MONTAGUE","F2",33.5,-97.72,1963-09-06 13:30:00,13,"F2, 113-157 mph"
"1057",196309,6,1430,"06-SEP-63 14:30:00","CST",1963,"TEXAS","TX","TORNADO","JOHNSON","F2",32.55,-97.32,1963-09-06 14:30:00,13,"F2, 113-157 mph"
"1058",196309,7,1330,"07-SEP-63 13:30:00","CST",1963,"TEXAS","TX","TORNADO","TARRANT","F2",32.83,-97.1,1963-09-07 13:30:00,13,"F2, 113-157 mph"
"1059",196306,4,1830,"04-JUN-63 18:30:00","CST",1963,"TEXAS","TX","TORNADO","LAMB","F1",34.08,-102.23,1963-06-04 18:30:00,92.5,"F1, 73-112 mph"
"1060",196311,8,1100,"08-NOV-63 11:00:00","CST",1963,"TEXAS","TX","TORNADO","REFUGIO","F3",28.17,-97.42,1963-11-08 11:00:00,182,"F3, 158-206 mph"
"1061",196303,10,2200,"10-MAR-63 22:00:00","CST",1963,"TEXAS","TX","TORNADO","WILLIAMSON","F1",30.63,-97.53,1963-03-10 22:00:00,92.5,"F1, 73-112 mph"
"1062",196303,10,2213,"10-MAR-63 22:13:00","CST",1963,"TEXAS","TX","TORNADO","MCLENNAN","F1",31.55,-96.85,1963-03-10 22:13:00,92.5,"F1, 73-112 mph"
"1063",196303,11,15,"11-MAR-63 00:15:00","CST",1963,"TEXAS","TX","TORNADO","KAUFMAN","F3",32.58,-96.3,1963-03-11 00:15:00,182,"F3, 158-206 mph"
"1064",196305,21,1811,"21-MAY-63 18:11:00","CST",1963,"TEXAS","TX","TORNADO","BAILEY","F3",34.28,-103.05,1963-05-21 18:11:00,182,"F3, 158-206 mph"
"1065",196306,29,1400,"29-JUN-63 14:00:00","CST",1963,"TEXAS","TX","TORNADO","BEE","F2",28.23,-97.67,1963-06-29 14:00:00,13,"F2, 113-157 mph"
"1066",196307,1,1850,"01-JUL-63 18:50:00","CST",1963,"TEXAS","TX","TORNADO","WOOD","F1",32.95,-95.27,1963-07-01 18:50:00,92.5,"F1, 73-112 mph"
"1067",196307,6,1715,"06-JUL-63 17:15:00","CST",1963,"TEXAS","TX","TORNADO","TERRY","F0",33.22,-102.3,1963-07-06 17:15:00,56,"F0, 40-72 mph"
"1068",196307,11,2100,"11-JUL-63 21:00:00","CST",1963,"TEXAS","TX","TORNADO","HARTLEY","F0",35.85,-102.37,1963-07-11 21:00:00,56,"F0, 40-72 mph"
"1069",196307,13,2020,"13-JUL-63 20:20:00","CST",1963,"TEXAS","TX","TORNADO","SWISHER","F1",34.7,-101.85,1963-07-13 20:20:00,92.5,"F1, 73-112 mph"
"1070",196307,23,1500,"23-JUL-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","JEFFERSON","F1",29.98,-93.83,1963-07-23 15:00:00,92.5,"F1, 73-112 mph"
"1071",196307,24,2115,"24-JUL-63 21:15:00","CST",1963,"TEXAS","TX","TORNADO","MONTGOMERY","F0",30.62,-95.77,1963-07-24 21:15:00,56,"F0, 40-72 mph"
"1072",196307,25,1950,"25-JUL-63 19:50:00","CST",1963,"TEXAS","TX","TORNADO","KLEBERG","F1",27.28,-98.1,1963-07-25 19:50:00,92.5,"F1, 73-112 mph"
"1073",196307,29,1730,"29-JUL-63 17:30:00","CST",1963,"TEXAS","TX","TORNADO","GRAYSON","F1",33.42,-96.57,1963-07-29 17:30:00,92.5,"F1, 73-112 mph"
"1074",196308,8,1500,"08-AUG-63 15:00:00","CST",1963,"TEXAS","TX","TORNADO","JOHNSON","F1",32.4,-97.47,1963-08-08 15:00:00,92.5,"F1, 73-112 mph"
"1075",196308,13,1520,"13-AUG-63 15:20:00","CST",1963,"TEXAS","TX","TORNADO","LIMESTONE","F0",31.65,-96.45,1963-08-13 15:20:00,56,"F0, 40-72 mph"
"1076",196407,18,915,"18-JUL-64 09:15:00","CST",1964,"TEXAS","TX","TORNADO","MATAGORDA","F0",28.83,-95.93,1964-07-18 09:15:00,56,"F0, 40-72 mph"
"1077",196407,22,1715,"22-JUL-64 17:15:00","CST",1964,"TEXAS","TX","TORNADO","MITCHELL","F1",32.38,-100.83,1964-07-22 17:15:00,92.5,"F1, 73-112 mph"
"1078",196407,25,1600,"25-JUL-64 16:00:00","CST",1964,"TEXAS","TX","TORNADO","TRINITY","F1",30.93,-95.37,1964-07-25 16:00:00,92.5,"F1, 73-112 mph"
"1079",196405,30,1400,"30-MAY-64 14:00:00","CST",1964,"TEXAS","TX","TORNADO","SCHLEICHER","F0",30.8,-100.83,1964-05-30 14:00:00,56,"F0, 40-72 mph"
"1080",196406,4,1500,"04-JUN-64 15:00:00","CST",1964,"TEXAS","TX","TORNADO","TOM GREEN","F0",31.45,-100.42,1964-06-04 15:00:00,56,"F0, 40-72 mph"
"1081",196404,24,1410,"24-APR-64 14:10:00","CST",1964,"TEXAS","TX","TORNADO","BROWN","F1",31.7,-99,1964-04-24 14:10:00,92.5,"F1, 73-112 mph"
"1082",196407,17,2344,"17-JUL-64 23:44:00","CST",1964,"TEXAS","TX","TORNADO","NUECES","F0",27.78,-97.67,1964-07-17 23:44:00,56,"F0, 40-72 mph"
"1083",196402,4,1900,"04-FEB-64 19:00:00","CST",1964,"TEXAS","TX","TORNADO","COLORADO","F2",29.6,-96.33,1964-02-04 19:00:00,13,"F2, 113-157 mph"
"1084",196407,7,1845,"07-JUL-64 18:45:00","CST",1964,"TEXAS","TX","TORNADO","REEVES","FX",31.42,-103.62,1964-07-07 18:45:00,56,"F?"
"1085",196405,14,1500,"14-MAY-64 15:00:00","CST",1964,"TEXAS","TX","TORNADO","LAMB","F0",33.92,-102.32,1964-05-14 15:00:00,56,"F0, 40-72 mph"
"1086",196405,22,1528,"22-MAY-64 15:28:00","CST",1964,"TEXAS","TX","TORNADO","JACK","F0",33.1,-98.05,1964-05-22 15:28:00,56,"F0, 40-72 mph"
"1087",196405,29,1500,"29-MAY-64 15:00:00","CST",1964,"TEXAS","TX","TORNADO","SCURRY","F0",32.6,-100.8,1964-05-29 15:00:00,56,"F0, 40-72 mph"
"1088",196405,29,1500,"29-MAY-64 15:00:00","CST",1964,"TEXAS","TX","TORNADO","SCURRY","F0",32.6,-100.8,1964-05-29 15:00:00,56,"F0, 40-72 mph"
"1089",196404,26,1030,"26-APR-64 10:30:00","CST",1964,"TEXAS","TX","TORNADO","SHELBY","F2",31.8,-94.17,1964-04-26 10:30:00,13,"F2, 113-157 mph"
"1090",196405,1,1630,"01-MAY-64 16:30:00","CST",1964,"TEXAS","TX","TORNADO","WASHINGTON","F2",30.3,-96.2,1964-05-01 16:30:00,13,"F2, 113-157 mph"
"1091",196405,7,1550,"07-MAY-64 15:50:00","CST",1964,"TEXAS","TX","TORNADO","FISHER","F1",32.85,-100.48,1964-05-07 15:50:00,92.5,"F1, 73-112 mph"
"1092",196405,7,1730,"07-MAY-64 17:30:00","CST",1964,"TEXAS","TX","TORNADO","HOWARD","F1",32.25,-101.45,1964-05-07 17:30:00,92.5,"F1, 73-112 mph"
"1093",196405,7,1745,"07-MAY-64 17:45:00","CST",1964,"TEXAS","TX","TORNADO","MITCHELL","F1",32.4,-100.83,1964-05-07 17:45:00,92.5,"F1, 73-112 mph"
"1094",196405,7,1750,"07-MAY-64 17:50:00","CST",1964,"TEXAS","TX","TORNADO","FISHER","F0",32.73,-100.4,1964-05-07 17:50:00,56,"F0, 40-72 mph"
"1095",196405,8,1750,"08-MAY-64 17:50:00","CST",1964,"TEXAS","TX","TORNADO","PECOS","F0",30.92,-100.95,1964-05-08 17:50:00,56,"F0, 40-72 mph"
"1096",196404,26,1030,"26-APR-64 10:30:00","CST",1964,"TEXAS","TX","TORNADO","SHELBY","F0",31.62,-94.02,1964-04-26 10:30:00,56,"F0, 40-72 mph"
"1097",196404,26,1030,"26-APR-64 10:30:00","CST",1964,"TEXAS","TX","TORNADO","SHELBY","F0",31.83,-94.22,1964-04-26 10:30:00,56,"F0, 40-72 mph"
"1098",196406,11,1630,"11-JUN-64 16:30:00","CST",1964,"TEXAS","TX","TORNADO","PARMER","F2",34.38,-103.05,1964-06-11 16:30:00,13,"F2, 113-157 mph"
"1099",196406,11,1930,"11-JUN-64 19:30:00","CST",1964,"TEXAS","TX","TORNADO","SWISHER","F2",34.42,-101.97,1964-06-11 19:30:00,13,"F2, 113-157 mph"
"1100",196406,12,1500,"12-JUN-64 15:00:00","CST",1964,"TEXAS","TX","TORNADO","DEAF SMITH","F0",34.9,-102.18,1964-06-12 15:00:00,56,"F0, 40-72 mph"
"1101",196406,12,1700,"12-JUN-64 17:00:00","CST",1964,"TEXAS","TX","TORNADO","PARMER","F2",34.38,-103.03,1964-06-12 17:00:00,13,"F2, 113-157 mph"
"1102",196406,12,1700,"12-JUN-64 17:00:00","CST",1964,"TEXAS","TX","TORNADO","PARMER","F2",34.38,-103.03,1964-06-12 17:00:00,13,"F2, 113-157 mph"
"1103",196406,13,1845,"13-JUN-64 18:45:00","CST",1964,"TEXAS","TX","TORNADO","PARMER","F1",34.37,-102.6,1964-06-13 18:45:00,92.5,"F1, 73-112 mph"
"1104",196406,15,930,"15-JUN-64 09:30:00","CST",1964,"TEXAS","TX","TORNADO","WHARTON","F2",29.3,-96.1,1964-06-15 09:30:00,13,"F2, 113-157 mph"
"1105",196406,17,1800,"17-JUN-64 18:00:00","CST",1964,"TEXAS","TX","TORNADO","TERRY","F1",33,-102.1,1964-06-17 18:00:00,92.5,"F1, 73-112 mph"
